populations -b 4 -P stacks_b8_wgenome_r05 -M scripts/PopMap_combo_b4.txt -t 36 -r 0.5 -p 3 -m 10 --write_random_snp --genepop --fasta
populations version 1.44 executed 2018-01-08 18:23:18

# Distribution of population loci.
# Distribution of valid loci matched to catalog locus.
# Valid samples at locus	Count
0	242
1	82
2	73
3	51
4	42
5	23
6	14
7	25
8	14
9	7
10	7
11	6
12	7
13	4
14	4
15	10
16	5
17	4
18	1
19	3
20	6
21	3
22	1
24	1
26	3
27	4
28	3
29	3
30	1
32	1
33	3
34	2
35	4
36	2
37	3
38	3
39	2
40	1
41	2
42	3
43	1
45	1
46	2
49	3
53	1
54	1
55	3
56	2
58	2
59	3
60	1
61	1
62	1
63	1
64	2
66	1
67	1
68	1
71	1
73	1
74	1
75	2
76	1
77	1
78	4
79	3
80	1
81	2
82	2
83	1
84	2
85	1
86	1
87	1
88	2
90	2
91	2
92	5
93	1
95	1
96	1
97	2
98	1
99	3
100	1
102	1
104	1
106	2
107	3
110	1
111	2
112	2
113	1
114	2
115	1
116	2
117	1
118	1
119	3
120	3
121	1
122	4
123	3
124	2
125	1
126	1
127	4
128	2
130	3
132	1
133	1
134	2
135	3
136	1
137	1
138	1
139	1
141	2
142	5
143	1
144	1
145	1
146	1
147	2
148	1
149	2
152	2
153	3
154	1
156	1
157	3
158	1
162	1
164	1
165	2
166	3
167	2
168	2
169	2
170	1
171	4
172	1
173	1
175	2
177	7
178	1
179	2
180	3
181	2
182	1
183	1
185	2
186	3
188	3
189	1
190	2
191	2
192	4
193	1
194	1
195	3
197	1
198	1
199	3
200	4
201	2
202	3
203	3
204	2
205	1
207	2
208	3
209	2
210	3
211	5
212	1
213	1
214	1
215	1
216	3
217	2
218	1
219	3
220	5
224	1
225	2
226	4
227	1
228	3
229	5
230	3
231	4
232	5
233	4
234	1
235	6
236	3
237	4
238	4
239	2
240	5
241	1
242	5
243	3
244	4
245	3
246	5
247	4
248	6
249	4
250	7
251	8
252	3
253	3
254	2
255	1
256	6
257	7
258	5
259	5
260	8
261	8
262	11
263	7
264	8
265	6
266	6
267	6
268	5
269	4
270	10
271	10
272	9
273	8
274	8
275	9
276	15
277	10
278	8
279	7
280	12
281	11
282	14
283	10
284	15
285	10
286	12
287	10
288	8
289	23
290	21
291	15
292	17
293	16
294	10
295	16
296	12
297	20
298	19
299	15
300	22
301	19
302	14
303	20
304	24
305	17
306	20
307	22
308	26
309	25
310	30
311	27
312	28
313	27
314	34
315	31
316	37
317	20
318	25
319	18
320	22
321	17
322	5
323	15
324	8
325	10
326	9
327	9
328	9
329	4
330	5
331	5
332	11
333	10
334	8
335	9
336	11
337	8
338	1
339	9
340	10
341	8
342	4
343	7
344	4
345	2
346	5
347	7
348	2
349	3
350	7
351	4
352	3
353	6
354	8
355	6
356	3
357	2
358	3
359	12
360	4
361	4
362	10
363	6
364	4
365	9
366	5
367	13
368	4
369	8
370	5
371	2
372	7
373	9
374	6
375	7
376	8
377	8
378	1
379	3
380	10
381	7
383	9
384	6
385	11
386	2
387	6
388	6
389	10
390	4
391	4
392	5
393	8
394	4
395	5
396	4
397	8
398	8
399	5
400	5
401	2
402	10
403	7
404	9
405	8
406	5
407	4
408	2
409	8
410	7
411	8
412	5
413	9
414	5
415	8
416	7
417	7
418	10
419	7
420	4
421	3
422	2
423	10
424	7
425	5
426	9
427	6
428	6
429	7
430	8
431	6
432	11
433	10
434	10
435	3
436	10
437	7
438	6
439	8
440	8
441	5
442	8
443	6
444	6
445	5
446	6
447	7
448	6
449	3
450	9
451	7
452	12
453	7
454	4
455	6
456	10
457	7
458	8
459	11
460	8
461	6
462	8
463	7
464	12
465	4
466	8
467	6
468	13
469	13
470	9
471	5
472	12
473	8
474	9
475	9
476	8
477	7
478	7
479	8
480	8
481	8
482	12
483	11
484	10
485	11
486	8
487	13
488	20
489	8
490	13
491	6
492	10
493	15
494	11
495	16
496	13
497	6
498	14
499	15
500	8
501	10
502	7
503	7
504	12
505	13
506	9
507	13
508	16
509	19
510	15
511	24
512	15
513	22
514	10
515	18
516	17
517	13
518	17
519	14
520	12
521	16
522	15
523	14
524	26
525	16
526	20
527	10
528	21
529	19
530	14
531	28
532	22
533	19
534	27
535	22
536	17
537	18
538	9
539	23
540	21
541	24
542	26
543	22
544	17
545	30
546	24
547	26
548	31
549	24
550	24
551	34
552	28
553	30
554	31
555	25
556	24
557	25
558	42
559	30
560	46
561	27
562	28
563	38
564	35
565	32
566	34
567	39
568	46
569	41
570	32
571	53
572	45
573	46
574	42
575	34
576	46
577	41
578	60
579	55
580	59
581	43
582	53
583	57
584	61
585	51
586	46
587	60
588	56
589	59
590	55
591	54
592	59
593	69
594	64
595	67
596	64
597	76
598	77
599	79
600	75
601	72
602	83
603	82
604	80
605	113
606	100
607	102
608	130
609	105
610	93
611	92
612	104
613	94
614	107
615	108
616	135
617	115
618	121
619	117
620	113
621	115
622	141
623	144
624	136
625	140
626	156
627	173
628	160
629	153
630	181
631	189
632	169
633	188
634	174
635	203
636	188
637	228
638	206
639	227
640	216
641	248
642	240
643	265
644	285
645	276
646	264
647	288
648	319
649	331
650	311
651	366
652	351
653	410
654	403
655	434
656	441
657	465
658	488
659	536
660	553
661	551
662	591
663	618
664	675
665	671
666	639
667	591
668	571
669	521
670	370
671	302
672	204
673	124
674	66
675	32
676	26
677	10
# Distribution of confounded loci at catalog locus.
# Confounded samples at locus	Count
0	26039
1	4
# Distribution of missing loci at catalog loci.
# Absent samples at locus	Count
0	26039
1	4
# Distribution of population loci after applying locus constraints.
# Distribution of valid loci matched to catalog locus.
# Valid samples at locus	Count
40	2
41	1
43	2
49	1
50	2
51	2
52	1
53	1
54	3
56	1
57	2
58	3
61	1
62	1
63	1
65	4
66	1
67	4
70	1
71	3
73	1
75	2
76	1
77	2
78	2
79	1
80	1
81	2
82	2
83	1
86	3
87	2
90	3
93	2
94	4
95	1
97	2
98	3
99	1
100	2
102	1
103	6
104	1
105	2
106	2
107	2
108	3
109	1
110	1
111	2
112	3
114	5
115	2
116	1
117	1
118	3
119	2
120	6
121	2
122	3
123	4
125	1
126	1
127	3
128	3
129	2
130	5
131	2
132	3
133	5
134	6
135	6
137	1
138	5
139	4
140	2
141	4
142	2
143	4
144	4
145	5
146	4
147	4
148	3
149	8
150	4
151	6
152	7
153	4
154	7
155	1
156	5
157	5
158	8
159	3
160	4
161	3
162	3
163	3
164	4
165	1
166	6
167	6
168	6
169	5
170	3
171	4
172	8
173	6
174	3
175	5
176	8
177	2
178	7
179	8
180	11
181	6
182	7
183	8
184	7
185	8
186	3
187	8
188	11
189	13
190	3
191	7
192	5
193	4
194	4
195	12
196	8
197	10
198	9
199	8
200	7
201	11
202	7
203	14
204	12
205	9
206	8
207	11
208	7
209	9
210	4
211	8
212	6
213	7
214	4
215	6
216	10
217	9
218	4
219	5
220	8
221	12
222	15
223	7
224	10
225	9
226	9
227	14
228	12
229	14
230	9
231	9
232	11
233	13
234	11
235	12
236	11
237	5
238	15
239	20
240	19
241	13
242	18
243	21
244	11
245	16
246	13
247	8
248	14
249	14
250	18
251	21
252	13
253	12
254	14
255	17
256	16
257	19
258	22
259	29
260	23
261	21
262	20
263	24
264	25
265	18
266	24
267	26
268	18
269	22
270	23
271	24
272	28
273	33
274	24
275	28
276	28
277	22
278	31
279	22
280	18
281	41
282	30
283	22
284	30
285	25
286	43
287	37
288	35
289	30
290	40
291	26
292	38
293	33
294	32
295	37
296	44
297	28
298	37
299	24
300	46
301	45
302	28
303	45
304	37
305	53
306	39
307	44
308	43
309	42
310	39
311	35
312	36
313	39
314	20
315	27
316	34
317	22
318	21
319	19
320	9
321	11
322	13
323	9
324	8
325	10
326	15
327	15
328	9
329	13
330	13
331	10
332	17
333	9
334	12
335	14
336	12
337	13
338	12
339	15
340	10
341	9
342	14
343	9
344	7
345	16
346	14
347	23
348	15
349	16
350	17
351	17
352	12
353	7
354	12
355	10
356	16
357	12
358	14
359	11
360	19
361	15
362	11
363	11
364	17
365	18
366	9
367	19
368	11
369	11
370	10
371	16
372	12
373	12
374	21
375	9
376	16
377	12
378	10
379	18
380	15
381	13
382	16
383	17
384	14
385	20
386	18
387	16
388	19
389	14
390	10
391	12
392	12
393	11
394	16
395	17
396	22
397	21
398	13
399	21
400	12
401	14
402	21
403	14
404	14
405	14
406	16
407	20
408	15
409	13
410	17
411	24
412	17
413	19
414	15
415	20
416	23
417	12
418	23
419	19
420	25
421	22
422	14
423	19
424	22
425	16
426	24
427	12
428	22
429	21
430	22
431	10
432	25
433	25
434	21
435	32
436	19
437	26
438	19
439	21
440	30
441	12
442	22
443	20
444	24
445	21
446	27
447	22
448	16
449	25
450	26
451	22
452	23
453	26
454	12
455	30
456	26
457	29
458	20
459	27
460	28
461	32
462	32
463	29
464	28
465	26
466	24
467	23
468	17
469	22
470	21
471	23
472	22
473	21
474	22
475	22
476	34
477	30
478	30
479	31
480	31
481	37
482	33
483	39
484	30
485	39
486	29
487	33
488	36
489	35
490	30
491	34
492	42
493	43
494	30
495	34
496	35
497	20
498	32
499	24
500	33
501	38
502	43
503	32
504	32
505	34
506	35
507	45
508	32
509	37
510	41
511	53
512	42
513	39
514	40
515	48
516	45
517	37
518	46
519	47
520	53
521	41
522	46
523	53
524	47
525	49
526	49
527	53
528	48
529	56
530	52
531	78
532	66
533	78
534	58
535	67
536	76
537	70
538	69
539	64
540	65
541	70
542	71
543	59
544	100
545	70
546	81
547	71
548	92
549	76
550	101
551	96
552	89
553	100
554	83
555	104
556	89
557	108
558	74
559	75
560	93
561	110
562	95
563	100
564	121
565	79
566	110
567	101
568	85
569	98
570	100
571	90
572	80
573	110
574	115
575	117
576	107
577	86
578	107
579	117
580	111
581	126
582	109
583	105
584	95
585	119
586	128
587	124
588	114
589	107
590	131
591	139
592	114
593	130
594	123
595	134
596	115
597	121
598	118
599	107
600	116
601	130
602	129
603	138
604	133
605	141
606	159
607	126
608	143
609	133
610	132
611	158
612	151
613	143
614	138
615	157
616	158
617	151
618	141
619	160
620	172
621	151
622	161
623	146
624	143
625	168
626	150
627	180
628	178
629	147
630	184
631	172
632	165
633	158
634	184
635	166
636	183
637	175
638	176
639	189
640	159
641	171
642	180
643	188
644	200
645	175
646	203
647	195
648	190
649	183
650	181
651	194
652	188
653	211
654	172
655	199
656	180
657	172
658	129
659	140
660	123
661	120
662	91
663	75
664	79
665	56
666	45
667	51
668	24
669	24
670	19
671	18
672	16
673	11
674	13
675	10
676	6
677	5
# Distribution of confounded loci at catalog locus.
# Confounded samples at locus	Count
0	25183
1	3
# Distribution of missing loci at catalog loci.
# Absent samples at locus	Count
0	43
1	42
2	52
3	82
4	81
5	128
6	144
7	176
8	176
9	231
10	286
11	277
12	328
13	303
14	297
15	314
16	334
17	300
18	276
19	311
20	265
21	284
22	293
23	282
24	259
25	254
26	249
27	279
28	247
29	221
30	272
31	244
32	230
33	248
