sample prop_missing
PO010715_02_92bp 0.00774238958297
PO010715_02_rep_92bp 0.00809431638219
PO010715_04_92bp 0.0116135843745
PO010715_06.1_92bp 0.0235790955481
PO010715_08.1_92bp 0.0133732183706
PO010715_10.1_92bp 0.0133732183706
PO010715_11.1_92bp 0.0156607425655
PO010715_12_92bp 0.0105578039768
PO010715_17.1_92bp 0.0207636811543
PO010715_19.1_92bp 0.0121414745733
PO010715_27.1_92bp 0.0184761569594
PO010715_28.1_92bp 0.014077071969
PO010715_29.1_92bp 0.0184761569594
PO020515_01_92bp 0.0116135843745
PO020515_03.1_92bp 0.0175963399613
PO020515_05.1_92bp 0.0234031321485
PO020515_06_92bp 0.0123174379729
PO020515_08.1_92bp 0.019531937357
PO020515_09.1_92bp 0.0263945099419
PO020515_10.1_92bp 0.018652120359
PO020515_14.1_92bp 0.0130212915714
PO020515_15.1_92bp 0.00897413338026
PO020515_16.1_92bp 0.0137251451698
PO020515_17.1_92bp 0.0142530353686
PO031715_03_92bp 0.0110856941756
PO031715_04_92bp 0.0116135843745
PO031715_13.1_92bp 0.0135491817702
PO031715_20.1_92bp 0.0209396445539
PO031715_23_92bp 0.0116135843745
PO031715_24_92bp 0.013197254971
PO010715_26_2_92bp 0.00739046278374
PO010715_07_92bp 0.0110856941756
PO010715_07_rep_92bp 0.0112616575752
GE011215_01.1_92bp 0.0128453281717
GE011215_07.1_92bp 0.0214675347528
GE011215_08.1_92bp 0.0299137779342
GE011215_09.1_92bp 0.014077071969
GE011215_10.1_92bp 0.0139011085694
GE011215_14.1_92bp 0.0124934013725
GE011215_15.1_92bp 0.0124934013725
GE011215_16.1_92bp 0.0219954249516
GE011215_18_92bp 0.010909730776
GE011215_19_92bp 0.0105578039768
GE011215_20.1_92bp 0.010909730776
GE011215_21.1_92bp 0.0146049621679
GE011215_22_92bp 0.00915009677987
GE011215_24.1_92bp 0.0158367059652
GE011215_28_92bp 0.0102058771775
GE011215_29.1_92bp 0.0360724969206
GE012315_01.1_92bp 0.0263945099419
GE012315_03.1_92bp 0.0219954249516
GE012315_05.1_92bp 0.021819461552
GE012315_06.1_92bp 0.0172444131621
GE012315_08.1_92bp 0.0149568889671
GE012315_17.1_92bp 0.013197254971
GE012315_20.1_92bp 0.0117895477741
GE012315_22.1_92bp 0.0235790955481
GEO012315_02_92bp 0.0172444131621
GEO012315_12_92bp 0.0130212915714
GEO012315_18_92bp 0.0170684497624
GEO012315_21_92bp 0.0174203765617
GE011215_11_92bp 0.00985395037832
GE011215_11_rep_92bp 0.0103818405772
NA021015_02.1_92bp 0.0219954249516
NA021015_08.1_92bp 0.0302657047334
NA021015_14.1_92bp 0.0116135843745
NA021015_16.1_92bp 0.0124934013725
NA021015_17.1_92bp 0.0123174379729
NA021015_21.1_92bp 0.0133732183706
NA021015_22.1_92bp 0.0139011085694
NA021015_23_92bp 0.0116135843745
NA021015_25_92bp 0.0095020235791
NA021015_26_92bp 0.00985395037832
NA021015_30_92bp 0.0100299137779
YS_121316_01_92bp 0.00492697518916
YS_121316_03_92bp 0.00897413338026
YS_121316_05_92bp 0.0297378145346
YS_121316_13_92bp 0.00475101178955
YS_121316_17_92bp 0.00721449938413
YS_121316_18_92bp 0.0431110329052
YS_121316_21_92bp 0.00580679218723
YS_121316_22_92bp 0.00492697518916
YS_121316_23_92bp 0.00510293858877
YS_121316_24_92bp 0.00580679218723
YS_121316_25_92bp 0.00897413338026
YS_121316_26_92bp 0.00510293858877
YS_121316_27_92bp 0.0596515924688
YS_121316_28_92bp 0.0739046278374
YS_121316_29_92bp 0.092732711596
YS121315_08.1_92bp 0.0179482667605
YS121315_10.1_92bp 0.0346647897237
YS121315_12_92bp 0.0100299137779
YS121315_12_300_92bp 0.0286820341369
YS121315_15_92bp 0.00844624318142
YS121315_16_92bp 0.00703853598452
YS121316_30_92bp 0.00897413338026
YS_121316_04_92bp 0.0329051557276
YS_121316_19_92bp 0.0636987506599
YS_121316_21_2_92bp 0.00510293858877
YS_121316_20_2_92bp 0.00668660918529
YS_121316_07_92bp 0.00563082878761
JUK07_01_92bp 0.0563082878761
JUK07_02.1_92bp 0.00422312159071
JUK07_02_rep.1_92bp 0.00527890198839
JUK07_03_92bp 0.0527890198839
JUK07_06.1_92bp 0.0095020235791
JUK07_09.1_92bp 0.00387119479148
JUK07_09_rep.1_92bp 0.00387119479148
JUK07_14_92bp 0.0510293858877
JUK07_15_92bp 0.00879816998064
JUK07_16.1_92bp 0.0102058771775
JUK07_16_rep.1_92bp 0.0110856941756
JUK07_17_92bp 0.087277846208
JUK07_18_92bp 0.0476860812951
JUK07_19_92bp 0.0146049621679
JUK07_20_92bp 0.0540207636812
JUK07_22_92bp 0.0721449938413
JUK07_25_92bp 0.122470526131
JUK07_26_92bp 0.013197254971
JUK07_27_92bp 0.0119655111737
JUK07_28_92bp 0.0892134436037
JUK07_29.1_92bp 0.00369523139187
JUK07_30_92bp 0.0068625725849
JUK07_32_92bp 0.00527890198839
JUK07_36.1_92bp 0.0107337673764
JUK07_37.1_92bp 0.0105578039768
JUK07_10_92bp 0.0698574696463
JUK07_13_92bp 0.0177723033609
JUK07_21_92bp 0.0216434981524
JUK07_23_92bp 0.0112616575752
JUK07_34_92bp 0.0158367059652
JUK07_04_92bp 0.0212915713532
JUK07_12_92bp 0.0830547246173
JUK07_31_92bp 0.00580679218723
JUK07_11_92bp 0.0181242301601
JUK07_06_2_92bp 0.0102058771775
JUK07_08_92bp 0.0040471581911
JUK07_33_92bp 0.00791835298258
JB121807_01_92bp 0.0107337673764
JB121807_03.1_92bp 0.0103818405772
JB121807_04.1_92bp 0.201126165758
JB121807_05_92bp 0.166989266233
JB121807_06.1_92bp 0.0128453281717
JB121807_08_92bp 0.00985395037832
JB121807_08_rep_92bp 0.0105578039768
JB121807_09.1_92bp 0.267816294211
JB121807_11.1_92bp 0.00510293858877
JB121807_12.1_92bp 0.121942635932
JB121807_14.1_92bp 0.0281541439381
JB121807_16.1_92bp 0.212387823333
JB121807_19.1_92bp 0.0135491817702
JB121807_20.1_92bp 0.014077071969
JB121807_21.1_92bp 0.0478620446947
JB121807_24.1_92bp 0.0232271687489
JB121807_25_92bp 0.102234735175
JB121807_27_92bp 0.179306704206
JB121807_28.1_92bp 0.0255146929439
JB121807_30_92bp 0.15449586486
JB121807_31.1_92bp 0.0188280837586
JB121807_32.1_92bp 0.0332570825268
JB121807_33.1_92bp 0.0353686433222
JB121807_34.1_92bp 0.014077071969
JB121807_37_92bp 0.0116135843745
JB121807_38.1_92bp 0.0307935949323
JB121807_41.1_92bp 0.18652120359
JB121807_42_92bp 0.111912722154
JB121807_44_92bp 0.0158367059652
JB121807_46_92bp 0.0411754355094
JB121807_48.1_92bp 0.170684497624
JB121807_22_c_92bp 0.159598803449
JB121807_26_c_92bp 0.0922048213971
JB121807_39_92bp 0.013197254971
JB121807_03_rep_92bp 0.0147809255675
JB121807_05_2_92bp 0.00967798697871
JB121807_35_2_92bp 0.0512053492873
JB121807_47_2_92bp 0.119479148337
JB121807_23_2_92bp 0.0429350695055
JB121807_27_2_92bp 0.0234031321485
JB121807_30_2_92bp 0.0226992785501
JB121807_16_2_92bp 0.0128453281717
JB121807_18_92bp 0.0133732183706
JB121807_43_92bp 0.00915009677987
JB121807_29_92bp 0.0244589125462
JB021108_01.1_92bp 0.273271159599
JB021108_02.1_92bp 0.0230512053493
JB021108_04.1_92bp 0.0863980292099
JB021108_05_92bp 0.00369523139187
JB021108_05_rep_92bp 0.00351926799226
JB021108_06_92bp 0.0100299137779
JB021108_07.1_92bp 0.0177723033609
JB021108_08.1_92bp 0.0804152736231
JB021108_09.1_92bp 0.021819461552
JB021108_12.1_92bp 0.00791835298258
JB021108_13.1_92bp 0.0190040471582
JB021108_16_92bp 0.00369523139187
JB021108_17.1_92bp 0.0116135843745
JB021108_19.1_92bp 0.0112616575752
JB021108_20_92bp 0.0439908499032
JB021108_22.1_92bp 0.0728488474397
JB021108_25.1_92bp 0.158367059652
JB021108_26.1_92bp 0.0263945099419
JB021108_29_92bp 0.0517332394862
JB021108_30_92bp 0.00316734119303
JB021108_32_92bp 0.00351926799226
JB021108_34_92bp 0.0408235087102
JB021108_35_92bp 0.0418792891079
JB021108_35_rep_92bp 0.0336090093261
JB021108_36.1_92bp 0.0126693647721
JB021108_36_rep.1_92bp 0.0128453281717
JB021108_37.1_92bp 0.00879816998064
JB021108_37_rep.1_92bp 0.0100299137779
JB021108_38.1_92bp 0.124934013725
JB021108_39_92bp 0.087277846208
JB021108_41.1_92bp 0.0700334330459
JB021108_44.1_92bp 0.00774238958297
JB021108_45_92bp 0.00651064578568
JB021108_46.1_92bp 0.00527890198839
JB021108_46_rep.1_92bp 0.00703853598452
JB021108_47.1_92bp 0.00703853598452
JB021108_48.1_92bp 0.0165405595636
JB021108_24_c_92bp 0.0888615168045
JB021108_33_rep_92bp 0.0156607425655
JB021108_11_2_92bp 0.019531937357
JB021108_28_2_92bp 0.0828787612177
JB021108_40_2_92bp 0.0320253387295
JB021108_14_2_92bp 0.0355446067218
JB021108_25_2_92bp 0.0723209572409
JB021108_31_2_92bp 0.032729192328
JB021108_23_92bp 0.0281541439381
JB021108_11_rep_92bp 0.0772479324301
BOR07_01_92bp 0.14077071969
BOR07_02.1_92bp 0.005454865388
BOR07_03_92bp 0.0376561675172
BOR07_04_92bp 0.00492697518916
BOR07_05.1_92bp 0.00721449938413
BOR07_06.1_92bp 0.00791835298258
BOR07_07.1_92bp 0.00563082878761
BOR07_08.1_92bp 0.00580679218723
BOR07_09_92bp 0.00475101178955
BOR07_11.1_92bp 0.00439908499032
BOR07_12.1_92bp 0.00651064578568
BOR07_13.1_92bp 0.00791835298258
BOR07_14_92bp 0.005454865388
BOR07_15_92bp 0.00475101178955
BOR07_16_92bp 0.0107337673764
BOR07_17.1_92bp 0.00598275558684
BOR07_18_92bp 0.0221713883512
BOR07_19.1_92bp 0.0219954249516
BOR07_20.1_92bp 0.00633468238606
BOR07_21.1_92bp 0.132676403308
BOR07_22_92bp 0.00422312159071
BOR07_01_2_92bp 0.0121414745733
BOR07_21_2_92bp 0.0149568889671
GEO020414_10_92bp 0.132676403308
GEO020414_11_92bp 0.00879816998064
GEO020414_11_300_92bp 0.00580679218723
GEO020414_13_300_92bp 0.0117895477741
GEO020414_14_92bp 0.0239310223474
GEO020414_14_300_92bp 0.0462783740982
GEO020414_15_92bp 0.0724969206405
GEO020414_15_300_92bp 0.106633820165
GEO020414_16_92bp 0.0297378145346
GEO020414_16_300_92bp 0.0103818405772
GEO020414_17_92bp 0.0262185465423
GEO020414_17_300_92bp 0.0492697518916
GEO020414_2_92bp 0.0385359845152
GEO020414_23_92bp 0.00774238958297
GEO020414_23_300_92bp 0.00633468238606
GEO020414_24_92bp 0.0144289987683
GEO020414_24_300_92bp 0.00879816998064
GEO020414_25_92bp 0.0422312159071
GEO020414_25_300_92bp 0.0885095900053
GEO020414_26_92bp 0.0578919584726
GEO020414_27_92bp 0.0397677283125
GEO020414_29_92bp 0.0651064578568
GEO020414_3_92bp 0.0142530353686
GEO020414_30_92bp 0.15889494985
GEO020414_4_92bp 0.00844624318142
GEO020414_5_92bp 0.029561851135
GEO020414_6_92bp 0.0549005806792
GEO020414_7_92bp 0.00791835298258
GEO020414_8_92bp 0.0102058771775
GEO020414_8_300_92bp 0.00563082878761
GEO020414_9_92bp 0.0235790955481
GEO020414_9_300_92bp 0.0103818405772
GEO020414_10_2_92bp 0.0149568889671
GEO020414_30_2_92bp 0.0450466303009
GEO020414_13_2_92bp 0.00932606017948
KOD03_035 0.0112616575752
KOD03_051 0.0429350695055
KOD03_052 0.00932606017948
KOD03_053 0.124582086926
KOD03_054 0.0207636811543
KOD03_056 0.0408235087102
KOD03_057 0.00123174379729
KOD03_058 0.0278022171388
KOD03_060 0.101178954777
KOD03_061 0.00351926799226
KOD03_062 0.170684497624
KOD03_064 0.00739046278374
KOD03_065 0.00475101178955
KOD03_066 0.00897413338026
KOD03_067 0.00281541439381
KOD03_068 0.108745380961
KOD03_069 0.0153088157663
KOD03_070 0.0802393102235
KOD03_071 0.00879816998064
KOD03_072 0.0716171036424
KOD03_073 0.0862220658103
KOD03_074 0.0149568889671
KOD03_075 0.0656343480556
KOD03_076 0.0212915713532
KOD03_077 0.0427591061059
KOD03_078 0.00387119479148
KOD03_079 0.0698574696463
KOD03_080 0.0770719690304
KOD03_081 0.0040471581911
KOD03_082 0.00492697518916
KOD03_083 0.0357205701214
KOD03_084 0.00932606017948
KOD03_085 0.0123174379729
KOD03_086 0.0409994721098
KOD03_088 0.230512053493
KOD03_089 0.00422312159071
KOD03_090 0.0193559739574
KOD03_091 0.196023227169
KOD03_093 0.0230512053493
KOD03_094 0.0890374802041
KOD03_095 0.0691536160479
KOD03_096 0.0119655111737
KOD03_097 0.0299137779342
AD06_001 0.0165405595636
AD06_003 0.0290339609361
AD06_004 0.0130212915714
AD06_005 0.188632764385
AD06_006 0.045926447299
AD06_007 0.0251627661446
AD06_008 0.00932606017948
AD06_009 0.0881576632061
AD06_010 0.123702269928
AD06_012 0.139187049094
AD06_013 0.0601794826676
AD06_014 0.189688544783
AD06_015 0.15924687665
AD06_016 0.212915713532
AD06_017 0.0149568889671
AD06_018 0.0124934013725
AD06_019 0.092732711596
AD06_020 0.0348407531234
AD06_021 0.043638923104
AD06_023 0.0441668133028
AD06_024 0.200598275559
AD06_025 0.0198838641563
AD06_026 0.134436037304
AD06_027 0.167517156431
AD06_029 0.0142530353686
AD06_030 0.0133732183706
AD06_032 0.0343128629245
AD06_033 0.16382192504
AD06_035 0.0179482667605
AD06_036 0.0128453281717
AD06_037 0.102762625374
AD06_038 0.0853422488122
AD06_039 0.184761569594
AD06_040 0.0165405595636
AD06_041 0.0198838641563
AD06_042 0.0612352630653
AD06_043 0.183353862397
AD06_044 0.021819461552
AD06_045 0.0244589125462
AD06_046 0.0322013021292
AD06_047 0.0244589125462
AD06_048 0.0112616575752
WC05_002 0.0376561675172
WC05_003 0.0154847791659
WC05_004 0.102586661974
WC05_005 0.0329051557276
WC05_006 0.0103818405772
WC05_007 0.120534928735
WC05_008 0.00281541439381
WC05_009 0.0339609361253
WC05_011 0.162942108042
WC05_012 0.0117895477741
WC05_013 0.208516628541
WC05_015 0.00791835298258
WC05_016 0.00527890198839
WC05_017 0.0153088157663
WC05_018 0.00527890198839
WC05_019 0.142882280486
WC05_020 0.215203237727
WC05_021 0.0647545310575
WC05_022 0.00651064578568
WC05_023 0.0366003871195
WC05_024 0.139363012493
WC05_025 0.0105578039768
WC05_026 0.116839697343
WC05_027 0.120358965335
WC05_028 0.194791483371
WC05_029 0.00615871898645
WC05_030 0.105050149569
WC05_031 0.0325532289284
WC05_032 0.00774238958297
WC05_033 0.0172444131621
WC05_034 0.0867499560092
WC05_035 0.0142530353686
WC05_036 0.0265704733415
WC05_037 0.0373042407179
WC05_040 0.00492697518916
WC05_041 0.0212915713532
WC05_044 0.0663382016541
WC05_045 0.149216962872
WC05_046 0.175435509414
WC05_047 0.0320253387295
WC05_048 0.0374802041175
HS04_001 0.0117895477741
HS04_002 0.0402956185113
HS04_003 0.0110856941756
HS04_004 0.0842864684146
HS04_005 0.0146049621679
HS04_007 0.0322013021292
HS04_008 0.00967798697871
HS04_009 0.0306176315326
HS04_010 0.16382192504
HS04_011 0.211508006335
HS04_012 0.00633468238606
HS04_013 0.121414745733
HS04_015 0.00651064578568
HS04_016 0.00281541439381
HS04_017 0.00316734119303
HS04_018 0.00510293858877
HS04_019 0.0728488474397
HS04_020 0.0110856941756
HS04_021 0.0418792891079
HS04_022 0.0040471581911
HS04_023 0.0330811191272
HS04_024 0.0253387295443
HS04_025 0.0137251451698
HS04_026 0.125285940524
HS04_027 0.00739046278374
HS04_028 0.0520851662854
HS04_029 0.0100299137779
HS04_030 0.0936125285941
HS04_031 0.0253387295443
HS04_032 0.00369523139187
HS04_033 0.0119655111737
HS04_034 0.0476860812951
HS04_035 0.0139011085694
HS04_036 0.070913250044
HS04_037 0.0151328523667
HS04_038 0.170332570825
HS04_040 0.00316734119303
HS04_041 0.0211156079535
HS04_042 0.0754882984339
HS04_043 0.160302657047
HS04_044 0.0183001935597
HS04_045 0.0415273623086
HS04_046 0.0191800105578
HS04_047 0.0110856941756
HS04_048 0.0151328523667
PS12_001 0.0244589125462
PS12_002 0.087277846208
PS12_003 0.0103818405772
PS12_004 0.183353862397
PS12_005 0.0103818405772
PS12_006 0.00369523139187
PS12_007 0.0777758226289
PS12_008 0.00228752419497
PS12_009 0.0663382016541
PS12_010 0.151152560267
PS12_011 0.130740805912
PS12_012 0.00422312159071
PS12_013 0.0596515924688
PS12_014 0.0137251451698
PS12_015 0.0100299137779
PS12_016 0.00563082878761
PS12_017 0.00246348759458
PS12_018 0.00527890198839
PS12_019 0.107513637163
